identifier,numunitid,count,min,max,mean,quantile_10,quantile_20,quantile_30,quantile_40,quantile_50,quantile_60,quantile_70,quantile_80,quantile_90
43V..00,82,2,0.27,1.52,0.895,0.27,0.27,0.27,0.27,1.52,1.52,1.52,1.52,1.52
43V..00,1843,2,323.0,503.0,413.0,323.0,323.0,323.0,323.0,503.0,503.0,503.0,503.0,503.0
43V..00,321,1,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
43V..00,183,1,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11,29.11
43V..00,1074,1,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0
43V..00,2675,1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
43V..00,246,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
43W..00,183,19,0.13,270.0,102.140526,0.21,0.59,0.75,6.645,73.0,76.0,233.0,270.0,270.0
43W..00,155,5,0.4,1100.0,338.08002,0.4,50.0,50.0,270.0,270.0,270.0,270.0,270.0,1100.0
43W..00,410,4,10.0,1000.0,257.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1000.0
43W..00,154,3,10.0,1000.0,340.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1000.0,1000.0
43W..00,159,3,7.0,11102.0,6649.6665,7.0,7.0,8840.0,8840.0,8840.0,8840.0,8840.0,11102.0,11102.0
43W..00,832,2,0.26,9.5,4.88,0.26,0.26,0.26,0.26,9.5,9.5,9.5,9.5,9.5
43W..00,370,2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
43W..00,185,2,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
43W..00,2763,2,232.0,806.0,519.0,232.0,232.0,232.0,232.0,806.0,806.0,806.0,806.0,806.0
43W..00,174,2,39.0,1000.0,519.5,39.0,39.0,39.0,39.0,1000.0,1000.0,1000.0,1000.0,1000.0
43W..00,288,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43W..00,277,1,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
43W..00,218,1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
43W..00,939,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
43W..00,405,1,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
43W..00,2116,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
43X..00,155,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
43Y..00,370,61,0.0,89.6,3.09459,0.0,0.01,0.02,0.05,0.1,0.35,0.35,0.4,1.72
43Y..00,159,53,0.0,100.0,3.5537732,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.5,2.2
43Y..00,865,14,0.01,6.99,0.7257143,0.1,0.11,0.13,0.17,0.35,0.35,0.35,0.35,0.4
43Y..00,1198,3,0.0,5.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
43Y..00,155,1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
43Y..00,144,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
43Z..00,283,50387,-1.0,13006.0,4.824524,0.4,0.7,1.0,1.4,1.9,2.6,3.7,5.3,8.4
43Z..00,233,11972,-1.0,2547.0,4.141194,0.4,0.7,0.95,1.3,1.8,2.46,3.49,5.2,8.44
43Z..00,230,1105,0.01,1800.0,15.464931,0.22,0.91,2.18,3.7,5.0,6.44,8.1,10.7,20.34
43Z..00,193,1086,0.01,939.78,5.769774,0.4,0.71,1.1,1.7,2.47,3.4,4.44,6.37,10.0
43Z..00,154,766,0.0,443.0,6.263604,0.5,0.83,1.23,2.0,3.2,4.4,6.0,7.9,11.0
43Z..00,454,709,0.0,494.7,4.5761733,0.1,0.5,0.8,1.29,1.77,2.4,4.1,5.5,8.0
43Z..00,139,265,0.1,19.2,3.2815094,0.5,0.8,1.2,1.43,1.9,2.6,3.7,4.9,7.4
43Z..00,183,78,0.3,22.5,4.1850014,0.6,0.7,0.9,1.6,2.8,3.8,4.7,5.3,8.0
43Z..00,1,62,2.0,92.0,24.212904,11.5,16.0,19.0,21.0,22.0,26.8,28.0,30.0,34.0
43Z..00,348,55,0.02,33.5,3.886909,0.59,1.1,1.4,1.92,2.1,3.4,4.7,5.2,7.4
43Z..00,666,53,0.01,13.3,3.1020756,0.4,0.6,1.0,1.2,1.5,2.1,2.8,6.3,7.6
43Z..00,405,38,0.26,8.99,3.224474,0.43,0.48,0.71,0.9,4.1,4.46,4.79,5.7,6.33
43Z..00,550,30,0.0,2.2,0.12666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43Z..00,1897,28,0.2,9.6,2.8035717,0.5,0.6,0.8,1.2,1.5,2.3,3.5,5.6,7.3
43Z..00,1625,27,0.1,20.9,3.2766666,0.7,0.8,0.9,1.0,1.4,1.6,3.0,3.5,6.8
43Z..00,22105,11,0.3,2.9,0.92727274,0.4,0.4,0.5,0.6,0.6,0.6,0.8,1.4,1.7
43Z..00,288,8,0.31,13.3,5.21,1.88,1.88,3.29,4.2,4.7,4.7,5.2,8.8,8.8
43Z..00,232,8,0.6,11.4,4.2374997,0.6,0.6,0.8,1.0,1.2,1.2,8.3,10.0,10.0
43Z..00,1155,7,1.0,22.2,4.8557143,1.0,1.0,1.8,1.8,1.89,3.0,3.0,3.1,3.1
43Z..00,22102,7,0.5,7.4,1.8857144,0.5,0.5,0.6,0.6,0.9,1.2,1.2,2.1,2.1
43Z..00,49,6,0.33,8.4,3.943333,0.33,0.33,0.8,0.8,5.4,5.4,8.4,8.4,8.4
43Z..00,218,5,0.5,1.6,0.934,0.5,0.64,0.64,0.93,0.93,0.93,1.0,1.0,1.6
43Z..00,1883,5,0.59,4.3,2.67,0.59,0.7,0.7,3.86,3.86,3.86,3.9,3.9,4.3
43Z..00,4644,4,0.5,2.8,1.925,0.5,2.1,2.1,2.1,2.3,2.3,2.3,2.3,2.8
43Z..00,10268,2,0.6,2.2,1.4000001,0.6,0.6,0.6,0.6,2.2,2.2,2.2,2.2,2.2
43Z..00,1185,2,0.3,1.2,0.75,0.3,0.3,0.3,0.3,1.2,1.2,1.2,1.2,1.2
43Z..00,1832,2,0.23,1.41,0.82,0.23,0.23,0.23,0.23,1.41,1.41,1.41,1.41,1.41
43Z..00,65,2,0.33,0.37,0.35000002,0.33,0.33,0.33,0.33,0.37,0.37,0.37,0.37,0.37
43Z..00,182,1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
43Z..00,832,1,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
43Z..00,531,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43Z..00,260,1,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
43Z..00,2731,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
43Z..00,22005,1,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
43Z..00,64,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
43Z..00,197,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
43Z..00,160,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43Z..00,185,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43Z..00,923,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
43Z..00,9144,1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
43Z..00,63,1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
43a..00,937,86,0.2,5.0,0.3651165,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43a..00,155,39,0.0,800.0,27.89229,0.1,0.2,0.2,0.2,0.2,0.4,1.0,5.0,14.0
43a..00,277,38,0.0,79.3,3.0963156,0.2,0.2,0.3,0.3,0.7,0.8,1.23,2.0,2.7
43a..00,159,4,0.2,14.0,3.6499999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.0
43a..00,882,4,5.0,100.0,30.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,100.0
43a..00,371,2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43a..00,1302,2,0.2,0.3,0.25,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3
43a..00,256,1,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
43a..00,1152,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43a..00,421,1,194.6,194.6,194.6,194.6,194.6,194.6,194.6,194.6,194.6,194.6,194.6,194.6
43a..00,4406,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43a..00,142,1,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
43a..00,288,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
43a..00,77,1,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
43b..00,937,26,0.2,5.3,0.39999998,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43b..00,277,4,1.0,90.0,26.0,1.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,90.0
43b..00,274,4,80.0,160.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,160.0
43b..00,155,3,1.0,10.0,5.3333335,1.0,1.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0
43b..00,154,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
43b..00,288,2,10.0,91.0,50.5,10.0,10.0,10.0,10.0,91.0,91.0,91.0,91.0,91.0
43b..00,139,1,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7
43b..00,370,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
43b..00,1152,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43b..00,2108,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
43b..00,939,1,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67
43c..00,155,17,1.0,466.4,98.73529,13.1,14.8,16.1,17.0,18.6,21.9,74.4,183.2,297.0
43c..00,260,17,0.2,4.8,1.5141176,0.5,0.5,0.9,1.1,1.3,1.5,1.7,1.7,2.1
43c..00,261,2,40.3,42.6,41.449997,40.3,40.3,40.3,40.3,42.6,42.6,42.6,42.6,42.6
43c..00,65,1,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
43d..00,410,167,0.0,1000.0,117.327965,2.0,2.0,3.1,10.0,10.0,13.0,62.0,100.0,346.99
43d..00,154,107,0.0,1000.0,77.661026,0.0,0.13,3.1,10.0,10.0,10.0,10.0,30.0,100.0
43d..00,155,28,0.0,1900.0,176.005,0.48,1.0,5.0,10.0,10.0,10.0,62.0,141.0,333.0
43d..00,199,5,10.0,256.0,59.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,256.0
43d..00,387,2,15.0,17.0,16.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0
43d..00,288,2,0.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0
43d..00,882,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
43d..00,405,1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
43d..00,185,1,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
43d..00,276,1,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
43d..00,939,1,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
43e..00,155,15,0.005,480.0,90.59154,0.008,0.03,0.04,9.0,13.0,23.0,152.0,187.0,254.0
43e..00,277,5,11.0,100.0,33.4,11.0,15.0,15.0,18.0,18.0,18.0,23.0,23.0,100.0
43e..00,183,3,22.74,50.69,34.809998,22.74,22.74,31.0,31.0,31.0,31.0,31.0,50.69,50.69
43e..00,185,2,160.0,475.0,317.5,160.0,160.0,160.0,160.0,475.0,475.0,475.0,475.0,475.0
43e..00,882,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
43e..00,2823,1,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0
43e..00,288,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
43e..00,274,1,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
43f..00,1631,6,6.4,65.5,25.699999,15.0,15.0,18.0,18.0,20.7,20.7,28.6,28.6,65.5
43f..00,183,6,0.1,63.0,15.549999,2.0,2.0,6.2,6.2,7.0,7.0,15.0,15.0,63.0
43g..00,288,1,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
43i..00,370,14,0.0,7.21,0.7542857,0.01,0.01,0.02,0.04,0.07,0.11,0.26,0.39,1.31
43i..00,865,1,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
43j..00,134,3,6.9,8.0,7.433333,6.9,6.9,7.4,7.4,7.4,7.4,7.4,8.0,8.0
43j..00,1074,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
43l..00,370,42,0.0,4.0,0.4038096,0.01,0.03,0.05,0.1,0.35,0.35,0.35,0.35,0.97
43l..00,159,21,0.0,64.3,4.69619,0.03,0.1,0.1,0.1,0.19,0.2,0.35,1.0,3.83
43l..00,865,11,0.0,0.4,0.23454545,0.1,0.1,0.1,0.15,0.23,0.35,0.35,0.4,0.4
43l..00,1198,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
43m..00,277,479,0.0,600.0,13.267724,0.5,0.6,0.8,1.0,1.0,1.1,1.5,2.0,6.182
43m..00,159,105,0.2,423.0,20.710478,0.4,1.0,1.0,1.0,1.0,1.2,2.2,7.0,11.0
43m..00,288,26,0.1,3.0,0.35999998,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.8
43m..00,155,18,0.0,1941.0,144.13333,0.5,1.4,1.5,1.9,3.8,6.2,21.1,57.0,180.0
43m..00,970,17,0.0,340.0,20.835295,0.4,0.4,0.6,0.6,0.8,1.0,1.0,2.0,2.0
43m..00,274,7,1.8,1600.0,288.82858,40.0,40.0,40.0,40.0,80.0,100.0,100.0,160.0,160.0
43m..00,371,7,0.5,1.3,0.61428577,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
43m..00,937,4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43m..00,429,4,0.1,1.3,0.775,0.1,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.3
43m..00,276,3,1.1,15.8,10.056666,1.1,1.1,13.27,13.27,13.27,13.27,13.27,15.8,15.8
43m..00,142,2,2.0,3.0,2.5,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
43m..00,1302,2,0.8,1.3,1.05,0.8,0.8,0.8,0.8,1.3,1.3,1.3,1.3,1.3
43m..00,139,2,1.26,3.31,2.2849998,1.26,1.26,1.26,1.26,3.31,3.31,3.31,3.31,3.31
43m..00,183,2,4.2,1840.0,922.1,4.2,4.2,4.2,4.2,1840.0,1840.0,1840.0,1840.0,1840.0
43m..00,1372,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
43m..00,1375,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
43m..00,292,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
43m..00,143,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
43m..00,531,1,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
43m..00,124,1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
43n..00,183,10,0.5,9.0,6.3170004,0.84,2.63,7.0,7.2,9.0,9.0,9.0,9.0,9.0
43n..00,155,6,0.23,1.99,0.79833335,0.23,0.23,0.27,0.27,1.0,1.0,1.07,1.07,1.99
43n..00,832,5,0.33,33.16,9.356,0.33,0.7,0.7,3.59,3.59,3.59,9.0,9.0,33.16
43n..00,939,1,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
43p..00,288,2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
43q..00,2570,3,4.15,5.67,5.153333,4.15,4.15,5.64,5.64,5.64,5.64,5.64,5.67,5.67
43q..00,155,3,15.0,236.0,88.666664,15.0,15.0,15.0,15.0,15.0,15.0,15.0,236.0,236.0
43q..00,277,1,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0,80158.0
43r..00,277,138,0.4,340.0,12.635509,0.5,0.5,0.5,0.7,0.9,1.2,1.5,2.9,15.0
43r..00,139,37,0.76,11.2,4.5778375,1.07,1.17,2.52,3.17,3.42,4.16,5.71,8.0,9.59
43r..00,155,30,0.4,680.0,52.30334,0.5,0.7,0.9,0.9,1.0,1.3,1.4,2.0,100.0
43r..00,274,15,40.0,1600.0,425.33334,100.0,160.0,160.0,320.0,320.0,320.0,400.0,640.0,800.0
43r..00,1285,5,4.6,2776.8,559.0401,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,2776.8
43r..00,371,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
43r..00,159,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
43r..00,288,2,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
43r..00,185,1,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
43r..00,2250,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
43r..00,142,1,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
43s..00,1,2,1.0,81.0,41.0,1.0,1.0,1.0,1.0,81.0,81.0,81.0,81.0,81.0
43t..00,370,4,0.0,0.87,0.2375,0.0,0.02,0.02,0.02,0.06,0.06,0.06,0.06,0.87
43t..00,865,1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
43t..00,232,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
43v..00,1,7,21.0,33.0,26.285715,23.0,23.0,23.0,23.0,26.0,27.0,27.0,31.0,31.0
43y..00,183,326,2.05,3211.85,62.980816,12.15,14.78,18.1,21.04,24.72,31.99,41.7,56.0,90.8
43y..00,277,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44...00,106,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44...00,285,43,5.0,17.0,10.325582,7.0,8.0,9.0,9.0,10.0,11.0,12.0,13.0,14.0
44...00,183,31,5.0,60.2,8.793549,5.0,5.0,5.0,5.0,5.9,7.0,7.0,7.1,8.6
44...00,1,16,1.4,4.9,2.45625,1.8,1.9,1.9,2.1,2.2,2.3,2.7,3.0,3.7
44...00,218,10,1.06,143.0,58.076,2.16,2.3,2.34,4.3,7.6,7.6,137.0,140.0,141.0
44...00,277,5,2.7,24.0,15.139999,2.7,8.0,8.0,19.0,19.0,19.0,22.0,22.0,24.0
44...00,139,5,38.0,76.0,54.2,38.0,43.0,43.0,43.0,43.0,43.0,71.0,71.0,76.0
44...00,154,5,25.0,106.0,72.0,25.0,61.0,61.0,71.0,71.0,71.0,97.0,97.0,106.0
44...00,220,4,37.0,46.0,43.25,37.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0
44...00,276,3,52.0,89.0,68.333336,52.0,52.0,64.0,64.0,64.0,64.0,64.0,89.0,89.0
44...00,232,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
44...00,159,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44...00,233,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44...00,256,1,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7
441..00,712,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441..00,3455,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441..00,218,8,2.18,140.0,19.734999,2.25,2.25,2.27,2.29,2.29,2.29,2.3,4.3,4.3
441..00,220,6,41.0,89.0,57.833332,50.0,50.0,52.0,52.0,55.0,55.0,60.0,60.0,89.0
441..00,7718,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441..00,692,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441..00,283,1,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
441..00,232,1,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9,121.9
441..00,556,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442..00,229,148705,0.0,228.0,2.3895812,0.74,1.07,1.31,1.58,1.82,2.13,2.51,3.07,4.0
442..00,199,83219,0.0,1830000.0,24.358137,0.78,1.1,1.36,1.6,1.89,2.19,2.57,3.1,4.0
442..00,256,59038,0.0,15100000000.0,1153841.1,10.0,11.7,12.7,13.5,14.3,15.1,16.1,17.3,19.4
442..00,348,2348,0.0,112.64,2.7808142,0.58,0.94,1.24,1.5,1.8,2.11,2.52,3.11,4.48
442..00,235,1942,0.0,253.0,85.441956,14.4,67.0,80.0,87.0,93.0,98.0,104.0,112.0,125.0
442..00,154,1772,0.004,122.7,2.3540828,0.62,1.01,1.27,1.51,1.81,2.17,2.55,3.19,4.08
442..00,405,458,0.02,49.0,1.956615,0.79,1.0,1.19,1.4,1.63,1.87,2.1,2.4,3.05
442..00,218,240,0.15,73.03,14.355463,3.04,10.6,12.4,13.3,14.2,15.0,16.1,17.3,22.0
442..00,277,232,0.014,27.0,2.2206898,0.63,0.95,1.29,1.5,1.72,2.2,2.552,3.01,3.9
442..00,1414,168,0.003,27.98,2.257416,0.64,0.93,1.13,1.32,1.5,1.95,2.22,3.02,4.5
442..00,435,147,0.27,17.12,2.858504,0.86,1.1,1.38,1.6,2.04,2.38,3.16,3.69,5.24
442..00,1273,144,3.2,25.5,14.385554,10.9,12.5,13.1,13.7,14.3,15.0,16.0,16.7,18.3
442..00,174,139,0.07,6.5,1.9341729,0.95,1.17,1.3,1.56,1.75,1.96,2.2,2.53,3.33
442..00,337,103,0.02,32.36,2.3443687,0.29,0.91,1.19,1.44,1.73,2.12,2.51,3.18,4.2
442..00,155,75,0.01,244.0,6.499867,0.5,1.04,1.28,1.65,1.96,2.25,2.86,3.56,5.11
442..00,276,73,0.05,15.9,2.8371234,1.0,1.2,1.7,2.0,2.1,2.5,3.2,3.97,4.7
442..00,22099,44,0.12,8.67,2.03,0.41,0.85,1.23,1.4,1.59,1.88,2.16,2.71,3.88
442..00,1155,40,0.8,20.7,7.9352503,1.24,1.6,2.1,2.5,7.0,10.4,12.6,15.2,16.6
442..00,270,35,0.0,2.0,0.114285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442..00,332,34,0.89,4.1,1.9141177,1.1,1.3,1.4,1.5,1.7,2.0,2.0,2.3,3.4
442..00,236,33,3.7,126.0,48.82121,9.5,12.0,15.0,15.8,17.2,70.0,86.0,97.0,107.0
442..00,11418,28,0.37,9.43,2.9975,1.03,1.41,1.72,1.88,2.63,2.82,3.29,4.45,5.0
442..00,1950,26,0.52,16.24,2.432308,1.06,1.3,1.7,1.8,2.0,2.1,2.2,2.4,2.97
442..00,297,26,0.61,10.4,3.0623076,1.26,1.47,1.5,1.67,2.38,2.58,3.1,3.8,6.73
442..00,362,18,3.0,22.0,16.527779,12.9,12.9,14.9,16.0,18.1,18.7,19.1,20.1,21.0
442..00,410,14,0.001,13.47,1.9522145,0.04,0.09,0.19,1.2,1.24,1.45,1.7,1.9,2.75
442..00,2776,14,0.0,32.9,12.228572,0.0,0.0,0.0,14.3,17.0,17.1,17.2,17.6,20.7
442..00,7336,12,0.87,4.01,1.9841666,1.12,1.36,1.57,1.58,2.08,2.1,2.36,2.53,2.56
442..00,923,11,0.0,17.4,5.009091,0.5,0.5,0.5,1.2,1.3,1.7,3.3,13.1,15.6
442..00,5742,9,4.5,14.4,6.4999995,4.8,4.8,4.8,5.0,5.1,5.1,5.6,5.6,9.2
442..00,752,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442..00,473,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442..00,1289,7,4.3,14.2,8.328571,4.5,4.5,5.3,5.3,8.0,9.0,9.0,13.0,13.0
442..00,2855,5,4.0,14.2,8.339999,4.0,4.6,4.6,6.5,6.5,6.5,12.4,12.4,14.2
442..00,1877,5,14.7,18.0,15.76,14.7,14.8,14.8,15.5,15.5,15.5,15.8,15.8,18.0
442..00,521,5,0.28,17.9,7.4200006,0.28,1.83,1.83,2.29,2.29,2.29,14.8,14.8,17.9
442..00,4865,4,14.8,16.7,15.95,14.8,16.1,16.1,16.1,16.2,16.2,16.2,16.2,16.7
442..00,631,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442..00,6149,4,1.39,2.92,1.9399999,1.39,1.4,1.4,1.4,2.05,2.05,2.05,2.05,2.92
442..00,1906,4,107.0,159.0,144.5,107.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,159.0
